"Id","SalePrice"
1608,215222.330366667
1609,199191.5459
1610,168167.711066667
1611,149073.787333333
1612,169483.414733333
1613,160438.6135
1614,121851.921233333
1615,88753.5311666667
1616,82661.2489
1617,88997.5201333333
1618,127313.2254
1619,131687.5156
1620,164751.789
1621,140373.0666
1622,147837.9448
1623,255793.926
1624,204345.2991
1625,126327.062266667
1626,168066.642733333
1627,186717.397766667
1628,269137.9159
1629,178978.1947
1630,338127.867166667
1631,214961.773
1632,250698.476933333
1633,172962.304766667
1634,186749.991333333
1635,181219.605204762
1636,166919.919166667
1637,191487.2319
1638,203369.725033333
1639,184820.2757
1640,238956.5136
1641,188767.215266667
1642,227226.447
1643,229057.074666667
1644,227498.765333333
1645,189733.888633333
1646,163371.907466667
1647,163346.860733333
1648,139824.5876
1649,138670.286566667
1650,124359.775
1651,124093.653066667
1652,93181.8416
1653,97955.6986666667
1654,155442.592833333
1655,149045.327566667
1656,148229.207033333
1657,153415.4336
1658,158411.803
1659,139943.6106
1660,151127.596
1661,448842.8181
1662,372677.1434
1663,367100.799866667
1664,454978.714366667
1665,319812.303533333
1666,336079.107933333
1667,351100.3607
1668,328139.986433333
1669,303082.0978
1670,340866.2941
1671,265562.7536
1672,466345.834
1673,306869.264133333
1674,259481.3282
1675,195664.505166667
1676,196582.480833333
1677,215175.4554
1678,460369.374466667
1679,385314.4783
1680,322623.500466667
1681,260820.763166667
1682,316340.141166667
1683,191916.557133333
1684,173638.2426
1685,175278.913966667
1686,170361.623433333
1687,171226.105333333
1688,188745.061866667
1689,189640.380966667
1690,184208.192033333
1691,176506.818566667
1692,258967.664
1693,172491.2408
1694,183779.651566667
1695,171983.368233333
1696,262194.729266667
1697,173003.733866667
1698,339315.798
1699,332743.488133333
1700,252353.124233333
1701,270318.9205
1702,253710.0147
1703,250953.514933333
1704,283583.784033333
1705,231026.281633333
1706,413289.374666667
1707,221394.1882
1708,219361.799366667
1709,270326.471933333
1710,223583.175866667
1711,266312.0065
1712,253491.899966667
1713,268782.126266667
1714,221013.865833333
1715,202734.363266667
1716,179111.0795
1717,163912.796866667
1718,140348.092866667
1719,207431.718
1720,245067.814833333
1721,165559.5761
1722,132253.362466667
1723,157438.5044
1724,208136.377566667
1725,229751.076433333
1726,193274.252766667
1727,175921.779333333
1728,185069.605433333
1729,164841.9353
1730,163425.230604762
1731,125710.5123
1732,131518.602866667
1733,124033.901033333
1734,129787.712333333
1735,137061.187333333
1736,120702.360833333
1737,337924.687433333
1738,218025.2904
1739,279350.924
1740,215160.7142
1741,192002.6761
1742,173050.6825
1743,174219.095
1744,300276.498333333
1745,233618.6402
1746,241817.171433333
1747,212336.151033333
1748,218110.3338
1749,162250.425733333
1750,153098.583733333
1751,218301.917066667
1752,120961.292
1753,142962.012333333
1754,201099.4591
1755,171107.220933333
1756,126358.023266667
1757,119302.483233333
1758,150497.192533333
1759,161899.829733333
1760,158724.5555
1761,152078.130666667
1762,171197.498633333
1763,169395.399766667
1764,122701.507933333
1765,172450.9509
1766,167933.239066667
1767,189698.120266667
1768,143826.365833333
1769,162258.1561
1770,143397.1455
1771,138452.301866667
1772,142681.820133333
1773,141325.564633333
1774,137651.5356
1775,134287.073933333
1776,126829.0715
1777,117610.0709
1778,137000.737033333
1779,123063.348733333
1780,168185.184933333
1781,132372.856933333
1782,98358.5886666667
1783,129832.3272
1784,104157.6086
1785,114016.6624
1786,152152.627233333
1787,161483.7272
1788,72889.0782666666
1789,100976.6285
1790,86941.4662333334
1791,176595.132333333
1792,154458.346333333
1793,141185.3931
1794,142181.714366667
1795,141383.787766667
1796,132560.2636
1797,122267.526466667
1798,125511.3922
1799,117969.4088
1800,134160.0797
1801,130714.3029
1802,143337.435833333
1803,147862.3681
1804,141343.605566667
1805,136760.609166667
1806,117282.053466667
1807,136835.854
1808,120910.365733333
1809,126552.504333333
1810,144549.221466667
1811,113941.5422
1812,113786.147266667
1813,119508.925633333
1814,99665.7879666667
1815,70260.9294666666
1816,106621.5033
1817,131742.976766667
1818,145580.215166667
1819,120518.093766667
1820,89661.7999333333
1821,121437.9141
1822,153415.147133333
1823,64783.068
1824,140479.771333333
1825,140882.682
1826,107872.072366667
1827,109667.6502
1828,141747.605466667
1829,118734.095566667
1830,135585.995033333
1831,148314.075
1832,120312.235466667
1833,145359.2828
1834,127747.8246
1835,144673.585666667
1836,130766.793866667
1837,105973.045466667
1838,132068.253666667
1839,99816.4771666667
1840,163180.4375
1841,144616.795933333
1842,96116.2877
1843,140263.7252
1844,142037.044033333
1845,146240.215133333
1846,153334.5101
1847,180629.987433333
1848,78713.0778666667
1849,117296.307233333
1850,123018.5831
1851,147783.855833333
1852,125390.2244
1853,140539.8617
1854,164351.119033333
1855,161020.905133333
1856,216243.250366667
1857,188254.718633333
1858,149810.596933333
1859,124460.647566667
1860,154754.2524
1861,124272.842033333
1862,263693.320233333
1863,258673.809266667
1864,258673.809266667
1865,320190.689366667
1866,319318.606166667
1867,240187.2963
1868,284449.829066667
1869,196741.801366667
1870,235532.698166667
1871,253414.191666667
1872,171951.854066667
1873,227083.132766667
1874,139861.805266667
1875,204479.0204
1876,197023.608966667
1877,210933.174766667
1878,210004.187933333
1879,133207.856833333
1880,136618.172
1881,248803.170466667
1882,251383.965866667
1883,199609.012866667
1884,216550.094533333
1885,248038.799466667
1886,283651.798966667
1887,204177.637333333
1888,273208.595466667
1889,167222.674
1890,131028.7571
1891,142736.433966667
1892,109498.7253
1893,135182.691533333
1894,127405.381766667
1895,145520.4879
1896,122037.5796
1897,126420.926566667
1898,120641.759833333
1899,155195.689533333
1900,154206.087066667
1901,174407.8596
1902,152881.152966667
1903,223952.872566667
1904,154646.857566667
1905,192660.594633333
1906,169785.765466667
1907,212008.521
1908,125319.198033333
1909,140500.050866667
1910,131734.342533333
1911,197882.0883
1912,277159.843
1913,149830.9861
1914,70824.6072333333
1915,321827.0686
1916,75373.4574
1917,247517.7701
1918,138691.897033333
1919,160157.989133333
1920,157825.228866667
1921,386140.5961
1922,324123.404533333
1923,205811.016933333
1924,216398.242633333
1925,221846.084833333
1926,362689.138166667
1927,137412.912433333
1928,155652.972566667
1929,126913.929633333
1930,137424.4124
1931,141627.425033333
1932,138779.035466667
1933,177522.822633333
1934,181220.936966667
1935,177099.1696
1936,188992.775833333
1937,182300.406166667
1938,175296.1263
1939,255957.330333333
1940,196183.062266667
1941,174943.068966667
1942,190258.857738095
1943,199229.717133333
1944,328493.2814
1945,370988.891366667
1946,177133.072933333
1947,305075.7496
1948,179336.335933333
1949,232639.456233333
1950,176815.9763
1951,244981.612666667
1952,221347.8721
1953,167714.885266667
1954,193863.334933333
1955,146403.5336
1956,271347.7566
1957,172512.458933333
1958,286018.4696
1959,138943.181733333
1960,117382.4835
1961,122516.773233333
1962,94493.8133333334
1963,103220.65
1964,112688.017533333
1965,151990.5157
1966,148198.0036
1967,293333.841533333
1968,407689.1161
1969,381360.858766667
1970,415979.910566667
1971,407430.873133333
1972,354505.590466667
1973,279530.7578
1974,320948.971233333
1975,446182.6161
1976,281666.341766667
1977,370500.761066667
1978,358555.408366667
1979,333528.648333333
1980,199876.089633333
1981,338652.650266667
1982,234006.375633333
1983,226197.680233333
1984,170078.051966667
1985,213388.362433333
1986,215413.7045
1987,179384.778333333
1988,179704.139566667
1989,192016.708166667
1990,218139.496
1991,218580.823033333
1992,208480.5673
1993,174137.370033333
1994,235499.3568
1995,182631.343633333
1996,262572.029966667
1997,320718.2391
1998,347955.2535
1999,259341.402033333
2000,298464.599766667
2001,278073.9086
2002,244058.857133333
2003,255250.9331
2004,264804.1668
2005,228313.642866667
2006,224246.2604
2007,249378.438333333
2008,209522.263433333
2009,194056.766733333
2010,191925.420866667
2011,146588.824166667
2012,176300.9882
2013,182481.930933333
2014,191764.764633333
2015,198669.9657
2016,194954.3294
2017,200591.232266667
2018,129282.4006
2019,134392.069333333
2020,124130.562266667
2021,118820.2091
2022,180590.1463
2023,149786.8323
2024,246567.033633333
2025,346117.341866667
2026,184830.225833333
2027,158007.686733333
2028,157378.8822
2029,176577.144066667
2030,271995.3554
2031,231949.005466667
2032,250746.045433334
2033,259250.125966667
2034,167103.1735
2035,209421.135133333
2036,187347.6139
2037,192183.533733333
2038,281872.059466667
2039,218403.6564
2040,338128.159633333
2041,270417.900333333
2042,205668.942666667
2043,171826.0321
2044,181149.521066667
2045,206953.581833333
2046,146758.355166667
2047,148336.8849
2048,136624.255766667
2049,134264.9648
2050,175864.345333333
2051,111240.155666667
2052,136395.077266667
2053,141710.904166667
2054,91118.8488666667
2055,156867.377533333
2056,138754.5455
2057,127914.8136
2058,207580.198166667
2059,139619.0546
2060,157818.896333333
2061,163997.595666667
2062,137608.494833333
2063,117396.290233333
2064,140464.481766667
2065,123786.622133333
2066,166670.630266667
2067,139928.5443
2068,137499.6104
2069,88406.5976333334
2070,108238.026633333
2071,103170.094433333
2072,136882.7602
2073,138615.894033333
2074,169113.3656
2075,146210.738033333
2076,122605.625666667
2077,149453.363166667
2078,129766.536333333
2079,134141.9401
2080,119741.564666667
2081,125938.802066667
2082,134136.481866667
2083,142383.783333333
2084,112888.735
2085,131225.375
2086,120911.748533333
2087,120796.008633333
2088,109997.628433333
2089,92149.1527
2090,132665.572333333
2091,120743.5507
2092,126468.043366667
2093,138013.2346
2094,126186.426366667
2095,148029.467533333
2096,93281.8774000001
2097,101005.975833333
2098,143450.501033333
2099,66643.5773666667
2100,114380.238166667
2101,126293.751233333
2102,135846.1365
2103,105280.0437
2104,133250.3541
2105,134261.937733333
2106,81285.8619333333
2107,194172.329766667
2108,113221.446733333
2109,111887.238433333
2110,132548.7022
2111,149619.8657
2112,144466.7393
2113,120933.118933333
2114,114298.164766667
2115,152479.895833333
2116,118466.5791
2117,149191.206833333
2118,126133.207
2119,110340.0663
2120,117887.311666667
2121,114464.918466667
2122,104564.8976
2123,96889.5763
2124,170625.6464
2125,128935.227766667
2126,154978.737766667
2127,146194.7283
2128,133927.7989
2129,108039.512666667
2130,139880.982166667
2131,153972.157866667
2132,118537.391533333
2133,118340.433266667
2134,124289.681866667
2135,103079.8559
2136,95762.7982666667
2137,126303.693533333
2138,137891.8907
2139,149441.628633333
2140,135454.995833333
2141,140119.246233333
2142,137411.653566667
2143,140332.725733333
2144,127847.7515
2145,135688.846066667
2146,152457.879633333
2147,191283.391833333
2148,139203.7884
2149,144465.569866667
2150,213791.581933333
2151,118154.791466667
2152,161710.821633333
2153,154762.126566667
2154,112897.4027
2155,129949.2256
2156,238812.228066667
2157,232117.9826
2158,229702.088666667
2159,210697.5151
2160,172504.476866667
2161,251313.804933333
2162,381759.441033333
2163,329260.127233333
2164,248853.273933333
2165,195762.7924
2166,144203.623033333
2167,206993.4724
2168,208753.276766667
2169,195417.612333333
2170,220414.797166667
2171,147418.6502
2172,143715.7881
2173,168013.671533333
2174,233722.498233333
2175,293656.878433333
2176,311698.609766667
2177,248891.7233
2178,217650.5969
2179,145546.591647619
2180,226132.5553
2181,193992.729533333
2182,228668.0947
2183,194220.8614
2184,130005.815433333
2185,128597.444933333
2186,140307.003933333
2187,143271.3882
2188,149957.685333333
2189,198238.595566667
2190,90169.7606666667
2191,96271.1941666667
2192,98101.7805666667
2193,98678.6938666667
2194,104066.842433333
2195,110550.761033333
2196,109243.117466667
2197,114442.031866667
2198,152177.469933333
2199,163582.237433333
2200,150283.355666667
2201,148751.078366667
2202,195172.1857
2203,173195.915833333
2204,187475.422933333
2205,134321.501766667
2206,145917.6136
2207,227686.682933333
2208,235678.831333333
2209,213795.251133333
2210,130637.442966667
2211,114440.3152
2212,112604.431866667
2213,104888.1811
2214,141726.662633333
2215,104094.1055
2216,148847.2412
2217,81038.4160333333
2218,95787.5241
2219,86576.8770666667
2220,83042.9893333333
2221,323075.7688
2222,260522.951433333
2223,258876.172033333
2224,206748.330071429
2225,140889.708866667
2226,177446.552966667
2227,199904.6539
2228,276836.882033333
2229,238686.040966667
2230,167586.0747
2231,218895.971233333
2232,186651.921466667
2233,182766.885933333
2234,236183.0997
2235,219301.904733333
2236,270213.273033333
2237,345066.503733333
2238,200813.612066667
2239,117717.3801
2240,159808.838866667
2241,154381.663233333
2242,134275.267633333
2243,132266.1814
2244,94890.7998
2245,95124.4872666667
2246,145213.2757
2247,109369.153233333
2248,125518.093666667
2249,126795.475633333
2250,133378.552433333
2251,128762.908166667
2252,168031.385066667
2253,165101.0585
2254,180315.371666667
2255,191282.273433333
2256,179039.1046
2257,209877.1611
2258,171360.5215
2259,180165.565466667
2260,161134.516366667
2261,195265.1184
2262,213086.4125
2263,339788.488866667
2264,434990.814533333
2265,179141.285766667
2266,280212.7902
2267,353902.8339
2268,370665.5616
2269,162095.817766667
2270,178594.5447
2271,220163.811933333
2272,200962.6593
2273,166093.769866667
2274,174559.1708
2275,170779.4074
2276,176525.3099
2277,195520.428166667
2278,148651.706433333
2279,127286.742433333
2280,121591.229933333
2281,172343.585666667
2282,181198.524266667
2283,99213.4542
2284,111744.680266667
2285,146889.2415
2286,130180.8116
2287,340797.811333333
2288,281464.0609
2289,377388.728133333
2290,415077.5152
2291,328999.014566667
2292,400693.905033333
2293,457190.963266667
2294,382847.014166666
2295,440071.348333333
2296,280275.174433333
2297,315539.2468
2298,332159.6052
2299,374956.617933333
2300,324438.5649
2301,292002.384766667
2302,249013.451466667
2303,249253.501266667
2304,256240.275833333
2305,192138.081
2306,193879.504966667
2307,194316.861466667
2308,223657.5142
2309,280090.200133333
2310,227050.782566667
2311,199021.2464
2312,178205.4406
2313,177328.126933333
2314,175989.509738095
2315,174876.7183
2316,202642.9941
2317,179598.486533333
2318,176605.258333333
2319,175207.368166667
2320,178509.466
2321,242340.894433333
2322,170850.8575
2323,177449.586866667
2324,172168.734466667
2325,214791.0585
2326,169685.2659
2327,210860.287566667
2328,218268.603766667
2329,183725.2895
2330,177968.671866667
2331,347960.156166667
2332,374225.695733333
2333,313679.164166667
2334,270190.026633333
2335,266563.800033333
2336,326717.6245
2337,203311.222433333
2338,270061.601766667
2339,236759.429766667
2340,364051.701466667
2341,221243.161033333
2342,237929.501
2343,224209.4571
2344,240254.199633333
2345,241609.246533333
2346,215284.777166667
2347,199142.550733333
2348,229439.487033333
2349,179795.6429
2350,282756.839566667
2351,267911.319133333
2352,246126.8224
2353,253962.6946
2354,131761.595
2355,151716.399066667
2356,152963.0528
2357,198053.117133333
2358,198018.436266667
2359,133051.445666667
2360,122340.577966667
2361,136755.960333333
2362,259718.568566667
2363,140018.326233333
2364,152088.4761
2365,212346.424866667
2366,193306.929333333
2367,228973.537266667
2368,206292.483166667
2369,228889.059666667
2370,176129.099766667
2371,173400.3535
2372,190441.639533333
2373,262471.462966667
2374,288074.156466667
2375,246263.159833333
2376,275469.759433333
2377,328557.0021
2378,149226.136433333
2379,208226.012333333
2380,152061.8408
2381,162218.997833333
2382,189198.8309
2383,202695.594733333
2384,230624.3528
2385,160916.801333333
2386,146522.643466667
2387,138014.2935
2388,111109.585333333
2389,134317.5993
2390,145496.326066667
2391,139531.699833333
2392,117323.088166667
2393,163223.446633333
2394,146871.543066667
2395,183470.6001
2396,147889.0136
2397,186745.869433333
2398,130046.9802
2399,74352.9959333333
2400,70260.2349
2401,114935.1362
2402,137157.9396
2403,133761.302433333
2404,153905.856866667
2405,160966.097633333
2406,136280.691166667
2407,128211.237366667
2408,138556.839166667
2409,135878.329733333
2410,160784.376
2411,124648.558666667
2412,153261.329266667
2413,138297.784933333
2414,136682.2694
2415,132068.687566667
2416,129280.555566667
2417,130794.5563
2418,126945.296266667
2419,134428.242066667
2420,129935.509066667
2421,151424.3349
2422,112262.893766667
2423,132574.1274
2424,149157.4177
2425,201289.9191
2426,125865.961933333
2427,137983.253933333
2428,163744.261233333
2429,116871.935366667
2430,131688.115
2431,127170.0342
2432,136890.570433333
2433,146037.266766667
2434,145687.805666667
2435,151998.087
2436,111682.6929
2437,114151.247366667
2438,125672.9797
2439,116046.540566667
2440,120666.962166667
2441,108239.031366667
2442,107133.789266667
2443,119955.6214
2444,127256.997466667
2445,97651.0228333333
2446,129179.032733333
2447,196448.123866667
2448,143497.513866667
2449,114582.282666667
2450,143808.547433333
2451,130712.863133333
2452,194571.460633333
2453,96907.8586
2454,130416.233133333
2455,112714.1876
2456,135925.956433333
2457,123379.182033333
2458,117438.761266667
2459,113636.120066667
2460,138734.821933333
2461,119286.2893
2462,133009.499533333
2463,121416.217266667
2464,148445.948266667
2465,132268.915833333
2466,116114.948166667
2467,138593.6444
2468,95407.3436666667
2469,95406.6777333334
2470,182340.843733333
2471,174933.0342
2472,160921.638133333
2473,120282.7726
2474,107984.072333333
2475,198029.897466667
2476,121436.490333333
2477,131777.0969
2478,158212.7898
2479,121350.890966667
2480,145151.7577
2481,126666.509566667
2482,133392.537466667
2483,118526.222566667
2484,127132.4434
2485,126111.4208
2486,155209.616633333
2487,185056.011133333
2488,143845.418633333
2489,150381.414633333
2490,151805.806933333
2491,101606.773033333
2492,187734.5711
2493,145465.9418
2494,157648.320233333
2495,100744.593733333
2496,225462.470266667
2497,146200.9945
2498,117274.5136
2499,97407.2032333333
2500,135257.347166667
2501,131615.745533333
2502,140812.652266667
2503,107239.742433333
2504,186118.589333333
2505,218218.7605
2506,255784.666533333
2507,296175.392266667
2508,256108.580366667
2509,222766.895933333
2510,229282.7268
2511,186852.803166667
2512,213806.490333333
2513,215172.970366667
2514,229250.817733333
2515,147985.150733333
2516,170311.568533333
2517,134216.853533333
2518,141482.4169
2519,225119.544933333
2520,205981.9272
2521,194189.572966667
2522,216598.724533333
2523,131718.8874
2524,145395.2873
2525,147991.275666667
2526,143508.624833333
2527,122155.359
2528,128486.036166667
2529,135037.173333333
2530,125489.7404
2531,242928.354
2532,227432.633466667
2533,199262.162033333
2534,234858.311566667
2535,278460.2678
2536,229185.172433333
2537,218214.731766667
2538,181494.265433333
2539,186421.353933333
2540,180441.063066667
2541,180210.959533333
2542,174547.331533333
2543,124196.410966667
2544,125446.453566667
2545,132646.793833333
2546,139451.3632
2547,133102.246466667
2548,150030.5836
2549,154850.421166667
2550,351204.830966667
2551,143256.378933333
2552,120603.321866667
2553,91299.6451666666
2554,116736.0217
2555,110659.039866667
2556,106693.0353
2557,116130.161433333
2558,163276.429966667
2559,153007.120733333
2560,149230.661166667
2561,147178.898566667
2562,152592.409333333
2563,161788.952
2564,183667.401933333
2565,147933.405566667
2566,176469.605
2567,144942.995133333
2568,197683.885433333
2569,192160.615733333
2570,130068.6623
2571,191171.911366667
2572,160883.891633333
2573,216050.631233333
2574,273954.802233333
2575,127230.429933333
2576,137742.7819
2577,157346.4714
2578,98782.4716
2579,81993.9035333333
2580,134364.977433333
2581,132086.346833333
2582,119406.501366667
2583,277896.1219
2584,162619.230033333
2585,192822.9319
2586,199853.573733333
2587,187593.600133333
2588,142489.305666667
2589,145260.476833333
2590,216272.121466667
2591,216952.307566667
2592,223106.580266667
2593,254073.056666667
2594,177637.141766667
2595,203419.512066667
2596,326942.728466667
2597,196481.300766667
2598,268706.488766667
2599,308534.722433333
2600,155445.654966667
2601,139908.653133333
2602,85875.8786666667
2603,93337.0123
2604,88625.7526
2605,85190.1119666666
2606,148035.051966667
2607,174493.202633333
2608,188988.785
2609,160439.5021
2610,118749.3145
2611,148849.7373
2612,148553.237866667
2613,127590.310333333
2614,125858.5902
2615,148255.655
2616,138575.2219
2617,171609.503366667
2618,173666.2355
2619,199588.6989
2620,185018.641866667
2621,184848.903371429
2622,187668.675871429
2623,240473.7488
2624,271637.191566667
2625,311000.7203
2626,169341.3719
2627,177848.346366667
2628,412711.5598
2629,480837.801833333
2630,346586.760466666
2631,446615.5716
2632,402051.508833333
2633,299952.732333333
2634,381396.137466667
2635,159299.987466667
2636,191042.513633333
2637,174953.300733333
2638,252823.310466667
2639,186104.5832
2640,157775.5042
2641,113381.813666667
2642,188833.672566667
2643,104009.773
2644,135054.682166667
2645,100694.457333333
2646,92801.8733333334
2647,99952.9629333333
2648,139772.742633333
2649,141960.026333333
2650,144634.8338
2651,149949.833133333
2652,429736.8579
2653,267895.715266667
2654,268059.1243
2655,369407.339666666
2656,327858.7001
2657,318578.461266667
2658,283863.039533333
2659,306453.742366667
2660,324911.571266667
2661,345387.543633333
2662,354271.2352
2663,283031.938333333
2664,277206.709566667
2665,321153.5729
2666,285476.492266667
2667,171811.579233333
2668,176712.670666667
2669,176879.863733333
2670,269546.796833333
2671,177607.9836
2672,183694.955266667
2673,211198.0277
2674,210356.492633333
2675,168144.4593
2676,186781.300733333
2677,198544.741004762
2678,251605.5003
2679,283423.996
2680,277887.760166667
2681,391172.323733333
2682,324947.6892
2683,486290.279566667
2684,306784.264533333
2685,336985.392533333
2686,262623.7793
2687,307797.103366667
2688,231653.492766667
2689,209743.3637
2690,413282.0854
2691,198295.4843
2692,139923.5139
2693,192074.690133333
2694,136502.749433333
2695,192227.428333333
2696,184596.505666667
2697,186347.041738095
2698,199067.5942
2699,181924.7233
2700,168950.741
2701,161367.787066667
2702,120901.126266667
2703,135788.819066667
2704,142561.465666667
2705,127160.038233333
2706,121593.174733333
2707,126840.007333333
2708,132056.597666667
2709,116529.26
2710,125207.811033333
2711,273828.213
2712,364446.428
2713,172884.706833333
2714,151941.727233333
2715,172651.6188
2716,160318.4177
2717,189078.791466667
2718,240724.7151
2719,160150.288666667
2720,163600.0367
2721,141752.6505
2722,162037.725966667
2723,146002.680133333
2724,130954.583333333
2725,136285.240133333
2726,144984.220633333
2727,167942.844966667
2728,163379.362133333
2729,153496.2994
2730,142491.247666667
2731,122733.068366667
2732,120939.0187
2733,158502.0151
2734,151028.1457
2735,134860.845433333
2736,144831.068433333
2737,124018.1708
2738,134010.091133333
2739,160022.250433333
2740,131513.068333333
2741,151411.870733333
2742,154011.879833333
2743,150781.8155
2744,146407.000833333
2745,138410.098666667
2746,132661.207433333
2747,150175.524233333
2748,130858.0713
2749,130863.363333333
2750,133970.159066667
2751,127849.281533333
2752,216112.857033333
2753,147535.4355
2754,199927.5221
2755,126855.284966667
2756,96784.3260666666
2757,88677.7498666667
2758,89607.2712666667
2759,150247.652766667
2760,136964.389133333
2761,146692.2599
2762,145486.071333333
2763,173552.0078
2764,165485.788666667
2765,223640.584433333
2766,141915.267333333
2767,92545.6242666667
2768,134230.799666667
2769,134628.6342
2770,146188.178333333
2771,120683.462266667
2772,124608.313033333
2773,161897.141833333
2774,137663.0621
2775,132008.934833333
2776,136216.732433333
2777,146125.632133333
2778,107988.009133333
2779,144858.924133333
2780,106031.076566667
2781,101943.049966667
2782,97833.1872333333
2783,108456.5246
2784,123877.607033333
2785,139990.883766667
2786,79490.6555333333
2787,116223.031666667
2788,90195.0431
2789,165986.9039
2790,98986.1355666666
2791,115277.7142
2792,82309.3393333334
2793,161751.174466667
2794,110872.7841
2795,118852.9962
2796,102349.5822
2797,177657.4994
2798,118187.2112
2799,118771.341933333
2800,83520.1822
2801,112921.656566667
2802,139204.2002
2803,154262.568066667
2804,144879.156633333
2805,100464.0965
2806,101369.936433333
2807,149360.3352
2808,148600.040233333
2809,135110.830533333
2810,137523.2194
2811,157430.676466667
2812,147176.069766667
2813,154691.4751
2814,158306.7234
2815,112577.2993
2816,235489.2885
2817,156906.298466667
2818,133388.826333333
2819,182030.4902
2820,141098.712633333
2821,110759.026333333
2822,181363.567833333
2823,227077.5096
2824,176109.934033333
2825,151061.134
2826,126878.2746
2827,136651.101733333
2828,229529.8115
2829,198150.017866667
2830,231032.3569
2831,189426.3961
2832,232512.773766667
2833,285786.369166667
2834,216704.438266667
2835,219569.580633333
2836,193623.585166667
2837,172427.3829
2838,145561.421066667
2839,181187.421433333
2840,195948.297433333
2841,202264.7467
2842,219724.2983
2843,156589.366966667
2844,164180.075966667
2845,125568.5824
2846,210522.396566667
2847,200438.0576
2848,204661.7449
2849,210409.128233333
2850,270663.966366667
2851,229716.999266667
2852,226075.877833333
2853,235031.697833333
2854,140337.595247619
2855,201968.079733333
2856,209637.4961
2857,187870.0469
2858,197733.932033333
2859,129313.948666667
2860,127053.947266667
2861,131070.643066667
2862,183406.570566667
2863,122484.8058
2864,236326.4889
2865,141397.8309
2866,134993.969028571
2867,93312.8827666667
2868,113316.8415
2869,121769.6464
2870,148240.9761
2871,104084.875033333
2872,70752.2990666666
2873,106585.994433333
2874,137354.846
2875,123638.505833333
2876,157376.093266667
2877,140714.728733333
2878,179156.822866667
2879,142431.338466667
2880,114943.4406
2881,162369.911833333
2882,174029.104233333
2883,186068.702966667
2884,186158.4941
2885,183139.796333333
2886,216263.5221
2887,102726.450133333
2888,125278.533466667
2889,67363.8506333333
2890,86232.5722
2891,138187.1825
2892,65222.0859
2893,109715.090266667
2894,71963.7460666667
2895,310063.787833333
2896,287573.760733333
2897,186524.1896
2898,149961.373466667
2899,215629.717533333
2900,157407.4605
2901,205932.553033333
2902,193344.636633333
2903,338834.438066667
2904,337518.061266667
2905,122724.4821
